<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<VAL>,<COUNT>,<PREVIOUS>,<COL1>,<COL2>,<TIME>,<TSEClose>,<MarketValue>,<ShareCount>,,<OPENMarketValue>,<HIGHMarketValue>,<LOWMarketValue>,<CloseMarketValue>,<TseCloseMarketValue>,TradedOfTotalMarket
ABAD,d,20220702,0,27350,28500,26790,26790,2886703,78169074650,1041,28200,آباد,14010411,0,27080,6.50E+12,240000000,,6.564E+12,6.84E+12,6.4296E+12,6.4296E+12,6.4992E+12,18.491
ABAD,d,20220703,0,27000,28430,26500,28430,1613088,45387829950,654,27080,آباد,14010412,0,28140,6.75E+12,240000000,,6.48E+12,6.8232E+12,6.36E+12,6.8232E+12,6.7536E+12,18.498
ABAD,d,20220704,0,28540,29250,27160,27300,894138,25227923560,634,28140,آباد,14010413,0,28210,6.77E+12,240000000,,6.8496E+12,7.02E+12,6.5184E+12,6.552E+12,6.7704E+12,18.502
ABAD,d,20220705,0,27300,27850,26800,27610,2041598,55336507620,1213,28210,آباد,14010414,0,27100,6.50E+12,240000000,,6.552E+12,6.684E+12,6.432E+12,6.6264E+12,6.504E+12,18.51
ABAD,d,20220706,0,27630,28450,26750,28450,2706041,76628406390,1094,27100,آباد,14010415,0,28320,6.80E+12,240000000,,6.6312E+12,6.828E+12,6.42E+12,6.828E+12,6.7968E+12,18.522
ABAD,d,20220709,0,29730,29730,28820,29730,1802072,53507311680,645,28320,آباد,14010418,0,29690,7.13E+12,240000000,,7.1352E+12,7.1352E+12,6.9168E+12,7.1352E+12,7.1256E+12,18.529
ABAD,d,20220711,0,30750,31170,29250,29980,5267351,1.63E+11,1783,29690,آباد,14010420,0,30970,7.43E+12,240000000,,7.38E+12,7.4808E+12,7.02E+12,7.1952E+12,7.4328E+12,18.551
ABAD,d,20220712,0,29980,31200,29430,30400,2198629,65860862920,951,30970,آباد,14010421,0,29960,7.19E+12,240000000,,7.1952E+12,7.488E+12,7.0632E+12,7.296E+12,7.1904E+12,18.56
ABAD,d,20220713,0,30760,30760,28470,28780,2312683,66775507980,973,29960,آباد,14010422,0,28870,6.93E+12,240000000,,7.3824E+12,7.3824E+12,6.8328E+12,6.9072E+12,6.9288E+12,18.57
ABAD,d,20220716,0,28250,30150,27520,29910,1118249,32741674090,683,28870,آباد,14010425,0,29280,7.03E+12,240000000,,6.78E+12,7.236E+12,6.6048E+12,7.1784E+12,7.0272E+12,18.574
ABAD,d,20220717,0,29510,30740,28700,28900,1124590,33687842790,697,29280,آباد,14010426,0,29960,7.19E+12,240000000,,7.0824E+12,7.3776E+12,6.888E+12,6.936E+12,7.1904E+12,18.579
ABAD,d,20220719,0,29800,29800,28470,28470,1595775,45652986660,692,29960,آباد,14010428,0,28610,6.87E+12,240000000,,7.152E+12,7.152E+12,6.8328E+12,6.8328E+12,6.8664E+12,18.586
ABAD,d,20220720,0,28000,29970,28000,28650,767706,22490732040,534,28610,آباد,14010429,0,29300,7.03E+12,240000000,,6.72E+12,7.1928E+12,6.72E+12,6.876E+12,7.032E+12,18.589
ABAD,d,20220723,0,29770,29990,27840,27850,1029736,29252159170,610,29300,آباد,14010501,0,28410,6.82E+12,240000000,,7.1448E+12,7.1976E+12,6.6816E+12,6.684E+12,6.8184E+12,18.593
ABAD,d,20220724,0,27840,28160,26990,26990,948904,25761410170,449,28410,آباد,14010502,0,27150,6.52E+12,240000000,,6.6816E+12,6.7584E+12,6.4776E+12,6.4776E+12,6.516E+12,18.597
ABAD,d,20220725,0,26300,27270,25800,25810,1947563,50378718820,513,27150,آباد,14010503,0,25870,6.21E+12,240000000,,6.312E+12,6.5448E+12,6.192E+12,6.1944E+12,6.2088E+12,18.605
ABAD,d,20220726,0,24700,26180,24580,24580,617454,15311358300,308,25870,آباد,14010504,0,24800,5.95E+12,240000000,,5.928E+12,6.2832E+12,5.8992E+12,5.8992E+12,5.952E+12,18.608
ABAD,d,20220727,0,23890,25900,23560,24300,2117100,50405059440,790,24800,آباد,14010505,0,23810,5.71E+12,240000000,,5.7336E+12,6.216E+12,5.6544E+12,5.832E+12,5.7144E+12,18.617
ABAD,d,20220730,0,24700,25000,23470,25000,1935184,47843809980,684,23810,آباد,14010508,0,24720,5.93E+12,240000000,,5.928E+12,6E+12,5.6328E+12,6E+12,5.9328E+12,18.625
ABAD,d,20220731,0,25000,25690,23520,23930,534208,13016806200,376,24720,آباد,14010509,0,24420,5.86E+12,240000000,,6E+12,6.1656E+12,5.6448E+12,5.7432E+12,5.8608E+12,18.627
ABAD,d,20220801,0,24010,24920,23200,23200,1417348,32990398050,593,24420,آباد,14010510,0,23280,5.59E+12,240000000,,5.7624E+12,5.9808E+12,5.568E+12,5.568E+12,5.5872E+12,18.633
ABAD,d,20220802,0,23390,24180,22400,23250,538772,12674109310,392,23280,آباد,14010511,0,23490,5.64E+12,240000000,,5.6136E+12,5.8032E+12,5.376E+12,5.58E+12,5.6376E+12,18.635
ABAD,d,20220803,0,22850,23900,22800,23540,701825,16518398890,298,23490,آباد,14010512,0,23540,5.65E+12,240000000,,5.484E+12,5.736E+12,5.472E+12,5.6496E+12,5.6496E+12,18.638
ABAD,d,20220806,0,23540,24710,23540,24710,582557,14285759260,284,23540,آباد,14010515,0,24440,5.87E+12,240000000,,5.6496E+12,5.9304E+12,5.6496E+12,5.9304E+12,5.8656E+12,18.641
ABAD,d,20220809,0,23910,25660,23910,25660,1545879,39574638420,531,24440,آباد,14010518,0,25600,6.14E+12,240000000,,5.7384E+12,6.1584E+12,5.7384E+12,6.1584E+12,6.144E+12,18.647
ABAD,d,20220810,0,24970,26480,24320,25500,1113791,28479222270,524,25600,آباد,14010519,0,25570,6.14E+12,240000000,,5.9928E+12,6.3552E+12,5.8368E+12,6.12E+12,6.1368E+12,18.652
ABAD,d,20220813,0,25040,26300,24810,25660,1041688,26525619120,456,25570,آباد,14010522,0,25460,6.11E+12,240000000,,6.0096E+12,6.312E+12,5.9544E+12,6.1584E+12,6.1104E+12,18.656
ABAD,d,20220814,0,25400,25800,24190,24190,807150,19754480860,377,25460,آباد,14010523,0,24470,5.87E+12,240000000,,6.096E+12,6.192E+12,5.8056E+12,5.8056E+12,5.8728E+12,18.659
ABAD,d,20220815,0,23450,24610,23400,24290,846849,20196901550,502,24470,آباد,14010524,0,23850,5.72E+12,240000000,,5.628E+12,5.9064E+12,5.616E+12,5.8296E+12,5.724E+12,18.663
ABAD,d,20220816,0,24050,25040,24050,25040,937529,23215795080,502,23850,آباد,14010525,0,24760,5.94E+12,240000000,,5.772E+12,6.0096E+12,5.772E+12,6.0096E+12,5.9424E+12,18.667
ABAD,d,20220817,0,25250,25990,25250,25990,483283,12502783740,273,24760,آباد,14010526,0,25670,6.16E+12,240000000,,6.06E+12,6.2376E+12,6.06E+12,6.2376E+12,6.1608E+12,18.669
ABAD,d,20220820,0,26700,26950,25000,26800,1450539,38463620790,528,25670,آباد,14010529,0,26520,6.36E+12,240000000,,6.408E+12,6.468E+12,6E+12,6.432E+12,6.3648E+12,18.675
ABAD,d,20220821,0,27390,27840,26600,27840,1252480,34355647850,514,26520,آباد,14010530,0,27430,6.58E+12,240000000,,6.5736E+12,6.6816E+12,6.384E+12,6.6816E+12,6.5832E+12,18.68
ABAD,d,20220822,0,27990,28800,27700,28150,1666464,47628635070,651,27430,آباد,14010531,0,28580,6.86E+12,240000000,,6.7176E+12,6.912E+12,6.648E+12,6.756E+12,6.8592E+12,18.687
ABAD,d,20220823,0,27480,28500,27160,28110,1511433,41968595360,746,28580,آباد,14010601,0,27770,6.66E+12,240000000,,6.5952E+12,6.84E+12,6.5184E+12,6.7464E+12,6.6648E+12,18.693
ABAD,d,20220824,0,28050,29150,27800,28600,3026020,86733073570,639,27770,آباد,14010602,0,28660,6.88E+12,240000000,,6.732E+12,6.996E+12,6.672E+12,6.864E+12,6.8784E+12,18.706
ABAD,d,20220827,0,27450,29670,27450,28890,1250553,35494459590,515,28660,آباد,14010605,0,28380,6.81E+12,240000000,,6.588E+12,7.1208E+12,6.588E+12,6.9336E+12,6.8112E+12,18.711
ABAD,d,20220828,0,28380,29300,27750,29000,413182,11849073450,352,28380,آباد,14010606,0,28610,6.87E+12,240000000,,6.8112E+12,7.032E+12,6.66E+12,6.96E+12,6.8664E+12,18.713
ABAD,d,20220829,0,29100,29200,28000,28880,1060024,30336906060,549,28610,آباد,14010607,0,28620,6.87E+12,240000000,,6.984E+12,7.008E+12,6.72E+12,6.9312E+12,6.8688E+12,18.717
ABAD,d,20220830,0,28250,29690,28250,29200,368449,10734206650,334,28620,آباد,14010608,0,28980,6.96E+12,240000000,,6.78E+12,7.1256E+12,6.78E+12,7.008E+12,6.9552E+12,18.719
ABAD,d,20220831,0,28540,30420,28540,30420,919346,27757866730,385,28980,آباد,14010609,0,30190,7.25E+12,240000000,,6.8496E+12,7.3008E+12,6.8496E+12,7.3008E+12,7.2456E+12,18.723
ABAD,d,20220903,0,30700,31690,30430,31690,1658929,52339681120,684,30190,آباد,14010612,0,31550,7.57E+12,240000000,,7.368E+12,7.6056E+12,7.3032E+12,7.6056E+12,7.572E+12,18.73
ABAD,d,20220904,0,32540,33120,32150,33120,1221565,40281688730,542,31550,آباد,14010613,0,32980,7.92E+12,240000000,,7.8096E+12,7.9488E+12,7.716E+12,7.9488E+12,7.9152E+12,18.735
ABAD,d,20220905,0,34620,34620,34620,34620,396901,13740712620,108,32980,آباد,14010614,0,34290,8.23E+12,240000000,,8.3088E+12,8.3088E+12,8.3088E+12,8.3088E+12,8.2296E+12,18.736
ABAD,d,20220906,0,36000,36000,32580,32580,3672778,1.24E+11,1291,34290,آباد,14010615,0,33780,8.11E+12,240000000,,8.64E+12,8.64E+12,7.8192E+12,7.8192E+12,8.1072E+12,18.752
ABAD,d,20220907,0,32100,32750,32100,32100,587897,18881582400,182,33780,آباد,14010616,0,32120,7.71E+12,240000000,,7.704E+12,7.86E+12,7.704E+12,7.704E+12,7.7088E+12,18.754
ABAD,d,20220910,0,30550,31490,30520,30520,1374027,42003772400,357,32120,آباد,14010619,0,30570,7.34E+12,240000000,,7.332E+12,7.5576E+12,7.3248E+12,7.3248E+12,7.3368E+12,18.76
ABAD,d,20220911,0,29050,29050,29050,29050,110836,3219785800,54,30570,آباد,14010620,0,30210,7.25E+12,240000000,,6.972E+12,6.972E+12,6.972E+12,6.972E+12,7.2504E+12,18.76
ABAD,d,20220912,0,28700,28700,28700,28700,149164,4281006800,64,30210,آباد,14010621,0,29730,7.14E+12,240000000,,6.888E+12,6.888E+12,6.888E+12,6.888E+12,7.1352E+12,18.761
ABAD,d,20220913,0,28250,30260,28250,29550,4358728,1.27E+11,1299,29730,آباد,14010622,0,29080,6.98E+12,240000000,,6.78E+12,7.2624E+12,6.78E+12,7.092E+12,6.9792E+12,18.779
ABAD,d,20220914,0,29220,30130,29220,29310,1463455,43372836440,542,29080,آباد,14010623,0,29640,7.11E+12,240000000,,7.0128E+12,7.2312E+12,7.0128E+12,7.0344E+12,7.1136E+12,18.785
ABAD,d,20220918,0,29990,29990,28160,28160,464708,13123932620,297,29640,آباد,14010627,0,28360,6.81E+12,240000000,,7.1976E+12,7.1976E+12,6.7584E+12,6.7584E+12,6.8064E+12,18.787
ABAD,d,20220919,0,27160,27610,26950,26950,845751,22813729420,432,28360,آباد,14010628,0,26970,6.47E+12,240000000,,6.5184E+12,6.6264E+12,6.468E+12,6.468E+12,6.4728E+12,18.791
ABAD,d,20220920,0,25850,26680,25630,26200,2089443,54060691690,895,26970,آباد,14010629,0,25870,6.21E+12,240000000,,6.204E+12,6.4032E+12,6.1512E+12,6.288E+12,6.2088E+12,18.799
ABAD,d,20220921,0,25750,26600,25040,26170,888668,23079260300,603,25870,آباد,14010630,0,25970,6.23E+12,240000000,,6.18E+12,6.384E+12,6.0096E+12,6.2808E+12,6.2328E+12,18.803
ABAD,d,20220924,0,25990,26000,24680,24680,471780,11718130260,247,25970,آباد,14010702,0,25050,6.01E+12,240000000,,6.2376E+12,6.24E+12,5.9232E+12,5.9232E+12,6.012E+12,18.805
ABAD,d,20220926,0,24020,25120,23800,24490,1145900,27709506740,521,25050,آباد,14010704,0,24180,5.80E+12,240000000,,5.7648E+12,6.0288E+12,5.712E+12,5.8776E+12,5.8032E+12,18.81
ABAD,d,20220928,0,24210,25140,24210,25000,372588,9262022220,206,24180,آباد,14010706,0,24620,5.91E+12,240000000,,5.8104E+12,6.0336E+12,5.8104E+12,6E+12,5.9088E+12,18.811
ABAD,d,20221001,0,25350,25350,23390,23390,362472,8548494560,215,24620,آباد,14010709,0,24000,5.76E+12,240000000,,6.084E+12,6.084E+12,5.6136E+12,5.6136E+12,5.76E+12,18.813
ABAD,d,20221004,0,23910,25200,23070,25200,660017,16527199780,211,24000,آباد,14010712,0,25040,6.01E+12,240000000,,5.7384E+12,6.048E+12,5.5368E+12,6.048E+12,6.0096E+12,18.816
ABAD,d,20221008,0,25750,26290,25600,26290,288831,7556479370,185,25040,آباد,14010716,0,25580,6.14E+12,240000000,,6.18E+12,6.3096E+12,6.144E+12,6.3096E+12,6.1392E+12,18.817
ABAD,d,20221009,0,26850,26850,26850,26850,314069,8432752650,119,25580,آباد,14010717,0,26250,6.30E+12,240000000,,6.444E+12,6.444E+12,6.444E+12,6.444E+12,6.3E+12,18.818
ABAD,d,20221010,0,27560,27560,27560,27560,143310,3949623600,71,26250,آباد,14010718,0,26560,6.37E+12,240000000,,6.6144E+12,6.6144E+12,6.6144E+12,6.6144E+12,6.3744E+12,18.819
ABAD,d,20221011,0,27880,27880,27880,27880,155848,4345042240,50,26560,آباد,14010719,0,26900,6.46E+12,240000000,,6.6912E+12,6.6912E+12,6.6912E+12,6.6912E+12,6.456E+12,18.819
ABAD,d,20221012,0,28240,28240,25710,25800,2201450,59748317390,852,26900,آباد,14010720,0,27140,6.51E+12,240000000,,6.7776E+12,6.7776E+12,6.1704E+12,6.192E+12,6.5136E+12,18.828
ABAD,d,20221015,0,25790,25790,25790,25790,70252,1811799080,55,27140,آباد,14010723,0,26970,6.47E+12,240000000,,6.1896E+12,6.1896E+12,6.1896E+12,6.1896E+12,6.4728E+12,18.829
ABAD,d,20221016,0,25630,25630,25630,25630,163979,4202781770,34,26970,آباد,14010724,0,26570,6.38E+12,240000000,,6.1512E+12,6.1512E+12,6.1512E+12,6.1512E+12,6.3768E+12,18.829
ABAD,d,20221017,0,25250,27660,25250,27010,2870743,75845477340,1258,26570,آباد,14010725,0,26420,6.34E+12,240000000,,6.06E+12,6.6384E+12,6.06E+12,6.4824E+12,6.3408E+12,18.841
ABAD,d,20221018,0,26610,27740,26610,26940,1307734,36062625320,612,26420,آباد,14010726,0,27580,6.62E+12,240000000,,6.3864E+12,6.6576E+12,6.3864E+12,6.4656E+12,6.6192E+12,18.847
ABAD,d,20221019,0,26430,27750,26210,26210,1008786,26866415440,608,27580,آباد,14010727,0,26630,6.39E+12,240000000,,6.3432E+12,6.66E+12,6.2904E+12,6.2904E+12,6.3912E+12,18.851
ABAD,d,20221022,0,26210,26210,25300,25300,894704,22706576000,459,26630,آباد,14010730,0,25380,6.09E+12,240000000,,6.2904E+12,6.2904E+12,6.072E+12,6.072E+12,6.0912E+12,18.855
ABAD,d,20221023,0,25000,25180,24120,24120,890274,21578750200,314,25380,آباد,14010801,0,24240,5.82E+12,240000000,,6E+12,6.0432E+12,5.7888E+12,5.7888E+12,5.8176E+12,18.858
ABAD,d,20221024,0,24130,25200,23230,24000,610583,14755556210,475,24240,آباد,14010802,0,24170,5.80E+12,240000000,,5.7912E+12,6.048E+12,5.5752E+12,5.76E+12,5.8008E+12,18.861
ABAD,d,20221025,0,24000,24800,22970,23000,1068101,25041062040,519,24170,آباد,14010803,0,23440,5.63E+12,240000000,,5.76E+12,5.952E+12,5.5128E+12,5.52E+12,5.6256E+12,18.865
ABAD,d,20221026,0,23570,23570,22270,22270,410793,9215247040,264,23440,آباد,14010804,0,22710,5.45E+12,240000000,,5.6568E+12,5.6568E+12,5.3448E+12,5.3448E+12,5.4504E+12,18.867
ABAD,d,20221029,0,22680,22680,21580,21580,1303600,28362239840,312,22710,آباد,14010807,0,21760,5.22E+12,240000000,,5.4432E+12,5.4432E+12,5.1792E+12,5.1792E+12,5.2224E+12,18.873
ABAD,d,20221030,0,20800,21590,20680,20680,431353,9018308150,185,21760,آباد,14010808,0,21200,5.09E+12,240000000,,4.992E+12,5.1816E+12,4.9632E+12,4.9632E+12,5.088E+12,18.874
ABAD,d,20221031,0,20400,22260,20400,22260,710565,15717075680,253,21200,آباد,14010809,0,22120,5.31E+12,240000000,,4.896E+12,5.3424E+12,4.896E+12,5.3424E+12,5.3088E+12,18.877
ABAD,d,20221101,0,23200,23220,22800,23220,862487,20014747910,283,22120,آباد,14010810,0,23210,5.57E+12,240000000,,5.568E+12,5.5728E+12,5.472E+12,5.5728E+12,5.5704E+12,18.881
ABAD,d,20221102,0,23950,23950,22050,22050,1616527,35759300850,532,23210,آباد,14010811,0,22120,5.31E+12,240000000,,5.748E+12,5.748E+12,5.292E+12,5.292E+12,5.3088E+12,18.888
ABAD,d,20221105,0,22380,22480,21530,21880,594404,13119689940,377,22120,آباد,14010814,0,22080,5.30E+12,240000000,,5.3712E+12,5.3952E+12,5.1672E+12,5.2512E+12,5.2992E+12,18.89
ABAD,d,20221106,0,22560,22560,21500,21750,1012585,22066544000,404,22080,آباد,14010815,0,21790,5.23E+12,240000000,,5.4144E+12,5.4144E+12,5.16E+12,5.22E+12,5.2296E+12,18.894
ABAD,d,20221107,0,21830,22870,21830,22870,1112363,25078627940,433,21790,آباد,14010816,0,22550,5.41E+12,240000000,,5.2392E+12,5.4888E+12,5.2392E+12,5.4888E+12,5.412E+12,18.899
ABAD,d,20221108,0,22660,23670,22660,22970,1919096,45046887680,416,22550,آباد,14010817,0,23470,5.63E+12,240000000,,5.4384E+12,5.6808E+12,5.4384E+12,5.5128E+12,5.6328E+12,18.907
ABAD,d,20221109,0,23000,24190,22950,23970,632774,14896074490,245,23470,آباد,14010818,0,23540,5.65E+12,240000000,,5.52E+12,5.8056E+12,5.508E+12,5.7528E+12,5.6496E+12,18.91
ABAD,d,20221112,0,24300,24300,23600,23880,402941,9588952130,139,23540,آباد,14010821,0,23700,5.69E+12,240000000,,5.832E+12,5.832E+12,5.664E+12,5.7312E+12,5.688E+12,18.911
ABAD,d,20221113,0,23600,23980,23300,23890,388187,9157536270,165,23700,آباد,14010822,0,23630,5.67E+12,240000000,,5.664E+12,5.7552E+12,5.592E+12,5.7336E+12,5.6712E+12,18.913
ABAD,d,20221114,0,23410,24200,22850,23100,478281,11122674530,179,23630,آباد,14010823,0,23350,5.60E+12,240000000,,5.6184E+12,5.808E+12,5.484E+12,5.544E+12,5.604E+12,18.915
ABAD,d,20221115,0,23100,24510,23100,24510,753362,18304822400,203,23350,آباد,14010824,0,24300,5.83E+12,240000000,,5.544E+12,5.8824E+12,5.544E+12,5.8824E+12,5.832E+12,18.918
ABAD,d,20221116,0,24700,25500,24520,24520,428142,10682344450,303,24300,آباد,14010825,0,24740,5.94E+12,240000000,,5.928E+12,6.12E+12,5.8848E+12,5.8848E+12,5.9376E+12,18.92
ABAD,d,20221119,0,24300,25450,23560,24200,2086824,51535853390,1104,24740,آباد,14010828,0,24700,5.93E+12,240000000,,5.832E+12,6.108E+12,5.6544E+12,5.808E+12,5.928E+12,18.929
ABAD,d,20221120,0,24050,25900,24000,25540,1517410,38219393710,770,24700,آباد,14010829,0,25190,6.05E+12,240000000,,5.772E+12,6.216E+12,5.76E+12,6.1296E+12,6.0456E+12,18.935
ABAD,d,20221121,0,25530,25800,24110,24180,619367,15145563300,436,25190,آباد,14010830,0,24450,5.87E+12,240000000,,6.1272E+12,6.192E+12,5.7864E+12,5.8032E+12,5.868E+12,18.937
ABAD,d,20221122,0,24040,24600,23320,23500,896868,21119539200,447,24450,آباد,14010901,0,23550,5.65E+12,240000000,,5.7696E+12,5.904E+12,5.5968E+12,5.64E+12,5.652E+12,18.941
ABAD,d,20221123,0,23500,24000,22650,23220,739442,17148583800,383,23550,آباد,14010902,0,23190,5.57E+12,240000000,,5.64E+12,5.76E+12,5.436E+12,5.5728E+12,5.5656E+12,18.944
ABAD,d,20221126,0,23320,23600,22960,23050,320209,7438564860,220,23190,آباد,14010905,0,23210,5.57E+12,240000000,,5.5968E+12,5.664E+12,5.5104E+12,5.532E+12,5.5704E+12,18.946
ABAD,d,20221127,0,22950,23250,22900,22930,222864,5133940010,209,23210,آباد,14010906,0,23150,5.56E+12,240000000,,5.508E+12,5.58E+12,5.496E+12,5.5032E+12,5.556E+12,18.947
ABAD,d,20221128,0,22930,23350,22650,22780,419116,9597558170,279,23150,آباد,14010907,0,22990,5.52E+12,240000000,,5.5032E+12,5.604E+12,5.436E+12,5.4672E+12,5.5176E+12,18.948
ABAD,d,20221129,0,22900,23900,22900,23680,794619,18688370320,274,22990,آباد,14010908,0,23520,5.64E+12,240000000,,5.496E+12,5.736E+12,5.496E+12,5.6832E+12,5.6448E+12,18.952
ABAD,d,20221130,0,23890,24100,23200,23200,467651,11104487900,158,23520,آباد,14010909,0,23680,5.68E+12,240000000,,5.7336E+12,5.784E+12,5.568E+12,5.568E+12,5.6832E+12,18.954
ABAD,d,20221203,0,23670,23680,22950,22960,375039,8666734670,227,23680,آباد,14010912,0,23340,5.60E+12,240000000,,5.6808E+12,5.6832E+12,5.508E+12,5.5104E+12,5.6016E+12,18.955
ABAD,d,20221204,0,24000,24000,22940,23000,451280,10417447130,234,23340,آباد,14010913,0,23160,5.56E+12,240000000,,5.76E+12,5.76E+12,5.5056E+12,5.52E+12,5.5584E+12,18.957
ABAD,d,20221205,0,23470,23550,22470,22710,541578,12442004960,303,23160,آباد,14010914,0,23000,5.52E+12,240000000,,5.6328E+12,5.652E+12,5.3928E+12,5.4504E+12,5.52E+12,18.959
ABAD,d,20221206,0,23390,23390,22760,22780,361027,8283501780,219,23000,آباد,14010915,0,22970,5.51E+12,240000000,,5.6136E+12,5.6136E+12,5.4624E+12,5.4672E+12,5.5128E+12,18.961
ABAD,d,20221207,0,23390,23700,23050,23330,446007,10387299520,239,22970,آباد,14010916,0,23190,5.57E+12,240000000,,5.6136E+12,5.688E+12,5.532E+12,5.5992E+12,5.5656E+12,18.963
ABAD,d,20221210,0,23040,23600,22900,22980,247734,5728327740,164,23190,آباد,14010919,0,23160,5.56E+12,240000000,,5.5296E+12,5.664E+12,5.496E+12,5.5152E+12,5.5584E+12,18.964
ABAD,d,20221211,0,22980,23460,22980,23330,253325,5888850540,176,23160,آباد,14010920,0,23190,5.57E+12,240000000,,5.5152E+12,5.6304E+12,5.5152E+12,5.5992E+12,5.5656E+12,18.965
ABAD,d,20221212,0,23600,24000,23320,23680,321644,7605579440,220,23190,آباد,14010921,0,23420,5.62E+12,240000000,,5.664E+12,5.76E+12,5.5968E+12,5.6832E+12,5.6208E+12,18.966
ABAD,d,20221213,0,23980,24590,23560,24550,520127,12686167320,343,23420,آباد,14010922,0,24200,5.81E+12,240000000,,5.7552E+12,5.9016E+12,5.6544E+12,5.892E+12,5.808E+12,18.968
ABAD,d,20221214,0,24590,24860,23770,24000,319575,7728097080,233,24200,آباد,14010923,0,24190,5.81E+12,240000000,,5.9016E+12,5.9664E+12,5.7048E+12,5.76E+12,5.8056E+12,18.97
ABAD,d,20221217,0,24400,25290,23980,25150,1022715,25531450930,531,24190,آباد,14010926,0,24960,5.99E+12,240000000,,5.856E+12,6.0696E+12,5.7552E+12,6.036E+12,5.9904E+12,18.974
ABAD,d,20221218,0,24910,26200,24900,26160,767669,19985374220,457,24960,آباد,14010927,0,26030,6.25E+12,240000000,,5.9784E+12,6.288E+12,5.976E+12,6.2784E+12,6.2472E+12,18.977
ABAD,d,20221219,0,25730,26490,24900,25120,771722,19751141320,389,26030,آباد,14010928,0,25590,6.14E+12,240000000,,6.1752E+12,6.3576E+12,5.976E+12,6.0288E+12,6.1416E+12,18.98
ABAD,d,20221220,0,25100,26000,24350,24860,461056,11518562550,263,25590,آباد,14010929,0,25140,6.03E+12,240000000,,6.024E+12,6.24E+12,5.844E+12,5.9664E+12,6.0336E+12,18.982
ABAD,d,20221221,0,25140,25550,24490,24880,429054,10611474480,235,25140,آباد,14010930,0,24860,5.97E+12,240000000,,6.0336E+12,6.132E+12,5.8776E+12,5.9712E+12,5.9664E+12,18.984
ABAD,d,20221224,0,24860,25700,24750,25250,645376,16306683710,312,24860,آباد,14011003,0,25270,6.06E+12,240000000,,5.9664E+12,6.168E+12,5.94E+12,6.06E+12,6.0648E+12,18.987
ABAD,d,20221225,0,25300,25990,25060,25350,1209125,30580586080,496,25270,آباد,14011004,0,25290,6.07E+12,240000000,,6.072E+12,6.2376E+12,6.0144E+12,6.084E+12,6.0696E+12,18.992
ABAD,d,20221226,0,25290,26530,24850,25900,1176499,30465037600,694,25290,آباد,14011005,0,25890,6.21E+12,240000000,,6.0696E+12,6.3672E+12,5.964E+12,6.216E+12,6.2136E+12,18.997
ABAD,d,20221228,0,26900,27170,26180,26510,1316102,35065580230,623,25890,آباد,14011007,0,26640,6.39E+12,240000000,,6.456E+12,6.5208E+12,6.2832E+12,6.3624E+12,6.3936E+12,19.002
ABAD,d,20221231,0,26640,27450,25310,26850,2464979,64969916390,1163,26640,آباد,14011010,0,26360,6.33E+12,240000000,,6.3936E+12,6.588E+12,6.0744E+12,6.444E+12,6.3264E+12,19.012
ABAD,d,20230101,0,26310,27000,25500,25950,566477,14737153000,402,26360,آباد,14011011,0,26020,6.24E+12,240000000,,6.3144E+12,6.48E+12,6.12E+12,6.228E+12,6.2448E+12,19.015
ABAD,d,20230102,0,26300,26390,25860,26000,979273,25482484310,538,26020,آباد,14011012,0,26020,6.24E+12,240000000,,6.312E+12,6.3336E+12,6.2064E+12,6.24E+12,6.2448E+12,19.019
ABAD,d,20230103,0,26020,26990,25510,25520,1294089,33856662420,536,26020,آباد,14011013,0,26160,6.28E+12,240000000,,6.2448E+12,6.4776E+12,6.1224E+12,6.1248E+12,6.2784E+12,19.024
ABAD,d,20230104,0,25980,26000,25000,25300,799610,20242263180,525,26160,آباد,14011014,0,25320,6.08E+12,240000000,,6.2352E+12,6.24E+12,6E+12,6.072E+12,6.0768E+12,19.027
ABAD,d,20230107,0,25100,26000,25050,25570,849109,21781060930,522,25320,آباد,14011017,0,25650,6.16E+12,240000000,,6.024E+12,6.24E+12,6.012E+12,6.1368E+12,6.156E+12,19.031
ABAD,d,20230108,0,25500,26930,25500,26050,1815887,47968938850,965,25650,آباد,14011018,0,26420,6.34E+12,240000000,,6.12E+12,6.4632E+12,6.12E+12,6.252E+12,6.3408E+12,19.039
ABAD,d,20230109,0,26200,27080,25600,26660,1848252,48745868450,1010,26420,آباد,14011019,0,26370,6.33E+12,240000000,,6.288E+12,6.4992E+12,6.144E+12,6.3984E+12,6.3288E+12,19.046
ABAD,d,20230110,0,26580,27440,25900,26400,1229094,32879996800,561,26370,آباد,14011020,0,26750,6.42E+12,240000000,,6.3792E+12,6.5856E+12,6.216E+12,6.336E+12,6.42E+12,19.051
ABAD,d,20230111,0,26800,26800,25520,25850,1528538,39708329100,674,26750,آباد,14011021,0,25980,6.24E+12,240000000,,6.432E+12,6.432E+12,6.1248E+12,6.204E+12,6.2352E+12,19.058
ABAD,d,20230114,0,25910,26000,25080,25900,1699460,43502955780,530,25980,آباد,14011024,0,25600,6.14E+12,240000000,,6.2184E+12,6.24E+12,6.0192E+12,6.216E+12,6.144E+12,19.065
